ID;DT_NOTIFIC;UMIDADE;TEMPERATURA;REGIAO
A20932;13/09/2018;74;14,35;Curitiba
A20933;14/09/2018;79;14,99;Curitiba
A20934;15/09/2018;48;15,36;Curitiba
A20935;16/09/2018;55;14,83;Curitiba
A20936;17/09/2018;63;15,42;Curitiba
A20937;18/09/2018;34;19,72;Curitiba
A20938;19/09/2018;44;20,77;Curitiba
A20939;20/09/2018;50;16,68;Curitiba
A20940;21/09/2018;41;18,27;Curitiba
A20941;22/09/2018;31;20,62;Curitiba
A20942;23/09/2018;27;21,68;Curitiba
A20943;24/09/2018;32;20,68;Curitiba
A20944;25/09/2018;51;18,51;Curitiba
A20945;26/09/2018;40;19,48;Curitiba
A20946;27/09/2018;56;19,00;Curitiba
A20947;28/09/2018;58;18,61;Curitiba
A20948;29/09/2018;57;19,04;Curitiba
A20949;01/10/2018;40;21,62;Curitiba
A20950;02/10/2018;59;19,97;Curitiba
A20951;03/10/2018;65;19,77;Curitiba
A20952;04/10/2018;70;15,38;Curitiba
A20953;05/10/2018;66;13,46;Curitiba
A20954;06/10/2018;73;12,07;Curitiba
A20955;07/10/2018;;14,40;Curitiba
A20956;08/10/2018;79;17,16;Curitiba
A20957;09/10/2018;54;21,39;Curitiba
A20958;10/10/2018;55;19,23;Curitiba
A20959;11/10/2018;79;13,91;Curitiba
A20960;12/10/2018;64;17,12;Curitiba
A20961;13/10/2018;60;20,01;Curitiba
A20962;14/10/2018;77;15,20;Curitiba
A20963;15/10/2018;;14,52;Curitiba
A20964;16/10/2018;;15,42;Curitiba
A20965;17/10/2018;62;20,00;Curitiba
A20966;18/10/2018;68;18,90;Curitiba
A20967;19/10/2018;78;17,30;Curitiba
A20968;20/10/2018;56;14,82;Curitiba
A20969;21/10/2018;56;14,51;Curitiba
A20970;22/10/2018;42;16,89;Curitiba
A20971;23/10/2018;45;18,80;Curitiba
A20972;24/10/2018;77;15,39;Curitiba
A20973;25/10/2018;68;17,35;Curitiba
A20974;26/10/2018;65;19,08;Curitiba
A20975;27/10/2018;38;20,58;Curitiba
A20976;28/10/2018;42;15,92;Curitiba
A20977;29/10/2018;59;15,12;Curitiba
A20978;30/10/2018;33;18,74;Curitiba
A20979;31/10/2018;44;18,12;Curitiba
A20980;01/11/2018;60;18,52;Curitiba
A20981;02/11/2018;57;18,49;Curitiba
A20982;04/11/2018;65;16,88;Curitiba
A20983;05/11/2018;55;15,62;Curitiba
A20984;06/11/2018;57;16,95;Curitiba
A20985;07/11/2018;65;16,78;Curitiba
A20986;08/11/2018;63;14,82;Curitiba
A20987;09/11/2018;67;17,20;Curitiba
A20988;10/11/2018;61;18,41;Curitiba
A20989;11/11/2018;38;20,86;Curitiba
A20990;12/11/2018;36;21,68;Curitiba
A20991;13/11/2018;40;23,85;Curitiba
A20992;14/11/2018;41;23,24;Curitiba
A20993;15/11/2018;60;20,37;Curitiba
A20994;16/11/2018;44;19,99;Curitiba
A20995;17/11/2018;55;18,92;Curitiba
A20996;18/11/2018;69;18,70;Curitiba
A20997;19/11/2018;64;15,07;Curitiba
A20998;20/11/2018;47;16,18;Curitiba
A20999;21/11/2018;63;16,35;Curitiba
A21000;22/11/2018;47;19,96;Curitiba
A21001;23/11/2018;53;21,96;Curitiba
A21002;24/11/2018;46;21,77;Curitiba
A21003;25/11/2018;49;20,77;Curitiba
A21004;26/11/2018;63;17,77;Curitiba
A21005;27/11/2018;61;17,13;Curitiba
A21006;30/11/2018;42;21,90;Curitiba
A21007;01/12/2018;46;21,28;Curitiba
A21008;02/12/2018;50;19,51;Curitiba
A21009;03/12/2018;63;16,57;Curitiba
A21010;04/12/2018;28;20,72;Curitiba
A21011;05/12/2018;17;21,98;Curitiba
A21012;06/12/2018;26;20,03;Curitiba
A21013;07/12/2018;64;16,39;Curitiba
A21014;08/12/2018;39;15,23;Curitiba
A21015;09/12/2018;36;17,70;Curitiba
A21016;10/12/2018;34;21,53;Curitiba
A21017;11/12/2018;20;24,45;Curitiba
A21018;12/12/2018;26;25,88;Curitiba
A21019;13/12/2018;26;24,94;Curitiba
A21020;14/12/2018;30;26,13;Curitiba
A21021;15/12/2018;30;25,34;Curitiba
A21022;16/12/2018;36;22,55;Curitiba
A21023;17/12/2018;37;25,35;Curitiba
A21024;18/12/2018;32;25,06;Curitiba
A21025;19/12/2018;29;24,02;Curitiba
A21026;20/12/2018;32;25,72;Curitiba
A21027;21/12/2018;50;22,71;Curitiba
A21028;22/12/2018;41;23,48;Curitiba
A21029;23/12/2018;51;22,22;Curitiba
A21030;24/12/2018;61;20,44;Curitiba
A21031;25/12/2018;57;19,71;Curitiba
A21032;26/12/2018;45;20,82;Curitiba
A21033;27/12/2018;50;21,07;Curitiba
A21034;28/12/2018;39;22,76;Curitiba
A21035;29/12/2018;34;22,87;Curitiba
A21036;30/12/2018;40;23,51;Curitiba
A21037;31/12/2018;50;23,38;Curitiba
A21038;01/01/2019;33;23,22;Curitiba
A21039;02/01/2019;38;25,17;Curitiba
A21040;04/01/2019;51;23,97;Curitiba
A21041;05/01/2019;69;20,70;Curitiba
A21042;06/01/2019;60;20,68;Curitiba
A21043;07/01/2019;45;23,13;Curitiba
A21044;08/01/2019;39;23,44;Curitiba
A21045;09/01/2019;37;24,60;Curitiba
A21046;10/01/2019;44;23,69;Curitiba
A21047;11/01/2019;30;22,36;Curitiba
A21048;12/01/2019;50;21,29;Curitiba
A21049;13/01/2019;38;22,92;Curitiba
A21050;14/01/2019;42;22,17;Curitiba
A21051;15/01/2019;41;24,05;Curitiba
A21052;16/01/2019;44;23,93;Curitiba
A21053;17/01/2019;42;23,37;Curitiba
A21054;18/01/2019;40;23,58;Curitiba
A21055;19/01/2019;44;24,05;Curitiba
A21056;20/01/2019;73;20,12;Curitiba
A21057;21/01/2019;43;23,62;Curitiba
A21058;22/01/2019;51;23,87;Curitiba
A21059;23/01/2019;40;24,79;Curitiba
A21060;24/01/2019;53;23,01;Curitiba
A21061;25/01/2019;45;21,67;Curitiba
A21062;26/01/2019;43;22,11;Curitiba
A21063;27/01/2019;39;22,63;Curitiba
A21064;28/01/2019;33;25,03;Curitiba
A21065;29/01/2019;22;26,74;Curitiba
A21066;30/01/2019;25;26,73;Curitiba
A21067;31/01/2019;35;24,03;Curitiba
A21068;01/02/2019;29;26,00;Curitiba
A21069;02/02/2019;30;24,82;Curitiba
A21070;03/02/2019;57;20,94;Curitiba
A21071;05/02/2019;70;17,11;Curitiba
A21072;06/02/2019;55;18,12;Curitiba
A21073;07/02/2019;39;19,99;Curitiba
A21074;08/02/2019;34;22,06;Curitiba
A21075;09/02/2019;30;24,13;Curitiba
A21076;10/02/2019;30;25,11;Curitiba
A21077;11/02/2019;49;23,50;Curitiba
A21078;12/02/2019;49;22,75;Curitiba
A21079;13/02/2019;77;17,33;Curitiba
A21080;14/02/2019;55;18,92;Curitiba
A21081;16/02/2019;69;17,63;Curitiba
A21082;17/02/2019;70;19,09;Curitiba
A21083;18/02/2019;34;21,72;Curitiba
A21084;20/02/2019;52;21,16;Curitiba
A21085;22/02/2019;54;21,77;Curitiba
A21086;23/02/2019;43;24,33;Curitiba
A21087;24/02/2019;43;25,04;Curitiba
A21088;25/02/2019;42;22,68;Curitiba
A21089;26/02/2019;71;18,81;Curitiba
A21090;27/02/2019;;17,60;Curitiba
A21091;28/02/2019;65;18,91;Curitiba
A21092;01/03/2019;64;19,88;Curitiba
A21093;02/03/2019;38;21,71;Curitiba
A21094;03/03/2019;41;21,53;Curitiba
A21095;04/03/2019;47;22,01;Curitiba
A21096;05/03/2019;41;23,02;Curitiba
A21097;06/03/2019;40;22,67;Curitiba
A21098;07/03/2019;46;21,51;Curitiba
A21099;09/03/2019;41;22,97;Curitiba
A21100;10/03/2019;70;19,83;Curitiba
A21101;11/03/2019;70;17,66;Curitiba
A21102;12/03/2019;48;19,97;Curitiba
A21103;13/03/2019;51;21,31;Curitiba
A21104;14/03/2019;48;21,92;Curitiba
A21105;15/03/2019;54;21,69;Curitiba
A21106;16/03/2019;61;20,45;Curitiba
A21107;17/03/2019;65;20,42;Curitiba
A21108;18/03/2019;55;21,50;Curitiba
A21109;19/03/2019;34;22,49;Curitiba
A21110;20/03/2019;59;19,69;Curitiba
A21111;21/03/2019;72;16,31;Curitiba
A21112;22/03/2019;66;16,84;Curitiba
A21113;23/03/2019;36;19,32;Curitiba
A21114;24/03/2019;37;21,67;Curitiba
A21115;25/03/2019;31;22,60;Curitiba
A21116;26/03/2019;66;19,60;Curitiba
A21117;27/03/2019;71;18,23;Curitiba
A21118;28/03/2019;74;17,54;Curitiba
A21119;29/03/2019;62;17,87;Curitiba
A21120;30/03/2019;35;18,63;Curitiba
A21121;31/03/2019;33;19,72;Curitiba
A21122;01/04/2019;46;20,49;Curitiba
A21123;02/04/2019;34;20,56;Curitiba
A21124;03/04/2019;44;22,02;Curitiba
A21125;04/04/2019;45;23,49;Curitiba
A21126;05/04/2019;52;23,60;Curitiba
A21127;06/04/2019;68;19,90;Curitiba
A21128;07/04/2019;68;19,99;Curitiba
A21129;08/04/2019;69;17,48;Curitiba
A21130;09/04/2019;67;15,62;Curitiba
A21131;10/04/2019;46;17,02;Curitiba
A21132;11/04/2019;41;19,49;Curitiba
A21133;12/04/2019;26;20,04;Curitiba
A21134;13/04/2019;32;19,82;Curitiba
A21135;14/04/2019;54;20,17;Curitiba
A21136;15/04/2019;40;20,27;Curitiba
A21137;17/04/2019;38;18,80;Curitiba
A21138;18/04/2019;34;18,21;Curitiba
A21139;20/04/2019;45;20,86;Curitiba
A21140;21/04/2019;68;20,15;Curitiba
A21141;22/04/2019;76;18,78;Curitiba
A21142;23/04/2019;68;18,67;Curitiba
A21143;24/04/2019;57;19,89;Curitiba
A21144;25/04/2019;55;20,66;Curitiba
A21145;26/04/2019;52;21,22;Curitiba
A21146;27/04/2019;56;21,90;Curitiba
A21147;28/04/2019;68;18,04;Curitiba
A21148;29/04/2019;49;17,50;Curitiba
A21149;30/04/2019;44;18,35;Curitiba
A21150;01/05/2019;63;18,33;Curitiba
A21151;02/05/2019;49;20,31;Curitiba
A21152;03/05/2019;49;21,83;Curitiba
A21153;04/05/2019;44;21,92;Curitiba
A21154;05/05/2019;40;21,69;Curitiba
A21155;06/05/2019;43;22,69;Curitiba
A21156;07/05/2019;71;18,63;Curitiba
A21157;08/05/2019;65;16,94;Curitiba
A21158;09/05/2019;54;17,18;Curitiba
A21159;10/05/2019;58;19,48;Curitiba
A21160;11/05/2019;70;20,38;Curitiba
A21161;12/05/2019;66;19,09;Curitiba
A21162;13/05/2019;64;18,97;Curitiba
A21163;14/05/2019;52;16,40;Curitiba
A21164;15/05/2019;73;14,22;Curitiba
A21165;16/05/2019;69;15,05;Curitiba
A21166;18/05/2019;69;14,84;Curitiba
A21167;19/05/2019;67;16,26;Curitiba
A21168;20/05/2019;57;17,61;Curitiba
A21169;21/05/2019;52;16,92;Curitiba
A21170;22/05/2019;48;18,48;Curitiba
A21171;23/05/2019;71;16,49;Curitiba
A21172;24/05/2019;55;15,55;Curitiba
A21173;25/05/2019;50;13,00;Curitiba
A21174;27/05/2019;36;16,64;Curitiba
A21175;28/05/2019;58;16,22;Curitiba
A21176;29/05/2019;78;16,92;Curitiba
A21177;30/05/2019;78;16,87;Curitiba
A21178;31/05/2019;;17,23;Curitiba
A21179;01/06/2019;71;16,34;Curitiba
A21180;02/06/2019;73;15,99;Curitiba
A21181;03/06/2019;71;15,57;Curitiba
A21182;04/06/2019;41;12,33;Curitiba
A21183;06/06/2019;60;14,41;Curitiba
A21184;07/06/2019;40;15,09;Curitiba
A21185;09/06/2019;42;14,84;Curitiba
A21186;10/06/2019;47;14,92;Curitiba
A21187;11/06/2019;45;15,81;Curitiba
A21188;12/06/2019;45;16,83;Curitiba
A21189;13/06/2019;39;17,74;Curitiba
A21190;14/06/2019;34;18,87;Curitiba
A21191;15/06/2019;33;19,76;Curitiba
A21192;16/06/2019;34;18,42;Curitiba
A21193;17/06/2019;44;15,88;Curitiba
A21194;18/06/2019;47;16,66;Curitiba
A21195;19/06/2019;42;17,77;Curitiba
A21196;20/06/2019;52;16,71;Curitiba
A21197;21/06/2019;72;14,84;Curitiba
A21198;22/06/2019;59;14,82;Curitiba
A21199;24/06/2019;45;16,80;Curitiba
A21200;25/06/2019;41;17,63;Curitiba
A21201;26/06/2019;55;15,77;Curitiba
A21202;27/06/2019;69;15,22;Curitiba
A21203;28/06/2019;47;18,02;Curitiba
A21204;29/06/2019;45;18,89;Curitiba
A21205;30/06/2019;44;19,54;Curitiba
A21206;01/07/2019;49;19,42;Curitiba
A21207;02/07/2019;56;17,88;Curitiba
A21208;04/07/2019;65;13,68;Curitiba
A21209;10/07/2019;27;13,39;Curitiba
A21210;13/07/2019;35;16,33;Curitiba
A21211;14/07/2019;36;18,03;Curitiba
A21212;15/07/2019;54;15,18;Curitiba
A21213;16/07/2019;28;11,95;Curitiba
A21214;18/07/2019;62;12,64;Curitiba
A21215;19/07/2019;45;14,12;Curitiba
A21216;20/07/2019;39;16,10;Curitiba
A21217;21/07/2019;44;15,63;Curitiba
A21218;22/07/2019;45;17,22;Curitiba
A21219;23/07/2019;42;18,40;Curitiba
A21220;24/07/2019;39;17,89;Curitiba
A21221;25/07/2019;60;16,60;Curitiba
A21222;26/07/2019;37;17,66;Curitiba
A21223;27/07/2019;37;18,03;Curitiba
A21224;28/07/2019;66;13,87;Curitiba
A21225;29/07/2019;46;16,17;Curitiba
A21226;30/07/2019;52;14,51;Curitiba
A21227;31/07/2019;36;15,38;Curitiba
A21228;01/08/2019;35;17,96;Curitiba
A21229;02/08/2019;36;16,14;Curitiba
A21230;06/08/2019;48;15,64;Curitiba
A21231;07/08/2019;48;17,92;Curitiba
A21232;08/08/2019;35;19,02;Curitiba
A21233;09/08/2019;30;20,09;Curitiba
A21234;10/08/2019;32;21,39;Curitiba
A21235;11/08/2019;61;16,16;Curitiba
A21236;12/08/2019;32;19,67;Curitiba
A21237;13/08/2019;52;15,71;Curitiba
A21238;15/08/2019;53;11,81;Curitiba
A21239;18/08/2019;31;20,38;Curitiba
A21240;19/08/2019;;9,87;Curitiba
A21241;21/08/2019;52;12,25;Curitiba
A21242;23/08/2019;62;12,07;Curitiba
A21243;24/08/2019;49;12,05;Curitiba
A21244;26/08/2019;59;13,69;Curitiba
A21245;27/08/2019;48;15,83;Curitiba
A21246;29/08/2019;39;16,33;Curitiba
A21247;30/08/2019;30;19,68;Curitiba
A21248;31/08/2019;32;20,33;Curitiba
A21249;01/09/2019;;14,04;Curitiba
A21250;02/09/2019;75;12,47;Curitiba
A21251;03/09/2019;59;14,87;Curitiba
A21252;04/09/2019;77;12,86;Curitiba
A21253;07/09/2019;40;19,24;Curitiba
A21254;08/09/2019;29;23,32;Curitiba
A21255;09/09/2019;28;24,14;Curitiba
A21256;10/09/2019;28;24,77;Curitiba
A21257;11/09/2019;31;24,04;Curitiba
A21258;12/09/2019;26;24,65;Curitiba
A21259;13/09/2019;73;15,13;Curitiba
A21260;14/09/2019;72;15,22;Curitiba
A21261;15/09/2019;31;20,86;Curitiba
A21262;16/09/2019;29;24,40;Curitiba
A21263;17/09/2019;21;23,54;Curitiba
A21264;18/09/2019;28;20,04;Curitiba
A21265;19/09/2019;84;16,21;Curitiba
A21266;20/09/2019;74;17,13;Curitiba
A21267;21/09/2019;84;12,50;Curitiba
A21268;22/09/2019;75;12,49;Curitiba
A21269;23/09/2019;61;10,81;Curitiba
A21270;24/09/2019;65;13,49;Curitiba
A21271;25/09/2019;49;14,89;Curitiba
A21272;26/09/2019;36;16,11;Curitiba
A21273;27/09/2019;44;15,45;Curitiba
A21274;28/09/2019;55;13,87;Curitiba
A21275;29/09/2019;33;16,90;Curitiba
A21276;01/10/2019;25;20,68;Curitiba
A21277;02/10/2019;23;24,29;Curitiba
A21278;03/10/2019;32;20,55;Curitiba
A21279;04/10/2019;27;19,82;Curitiba
A21280;05/10/2019;27;21,05;Curitiba
A21281;06/10/2019;84;14,11;Curitiba
A21282;07/10/2019;79;14,82;Curitiba
A21283;08/10/2019;47;17,39;Curitiba
A21284;09/10/2019;50;18,05;Curitiba
A21285;10/10/2019;40;18,03;Curitiba
A21286;11/10/2019;20;21,62;Curitiba
A21287;12/10/2019;23;24,67;Curitiba
A21288;13/10/2019;25;26,14;Curitiba
A21289;14/10/2019;35;22,24;Curitiba
A21290;15/10/2019;75;14,71;Curitiba
A21291;16/10/2019;65;17,34;Curitiba
A21292;17/10/2019;54;19,63;Curitiba
A21293;18/10/2019;44;22,60;Curitiba
A21294;19/10/2019;62;19,17;Curitiba
A21295;20/10/2019;62;15,00;Curitiba
A21296;21/10/2019;78;13,67;Curitiba
A21297;22/10/2019;35;17,91;Curitiba
A21298;23/10/2019;50;17,09;Curitiba
A21299;24/10/2019;32;20,32;Curitiba
A21300;25/10/2019;30;21,32;Curitiba
A21301;27/10/2019;30;23,33;Curitiba
A21302;28/10/2019;39;20,39;Curitiba
A21303;29/10/2019;32;23,26;Curitiba
A21304;30/10/2019;26;23,67;Curitiba
A21305;31/10/2019;46;20,37;Curitiba
A21306;01/11/2019;57;20,18;Curitiba
A21307;02/11/2019;43;21,61;Curitiba
A21308;03/11/2019;42;23,09;Curitiba
A21309;04/11/2019;36;22,32;Curitiba
A21310;05/11/2019;55;20,91;Curitiba
A21311;07/11/2019;56;18,47;Curitiba
A21312;08/11/2019;56;19,00;Curitiba
A21313;09/11/2019;57;20,27;Curitiba
A21314;10/11/2019;67;19,30;Curitiba
A21315;11/11/2019;62;18,43;Curitiba
A21316;12/11/2019;58;17,04;Curitiba
A21317;13/11/2019;58;17,97;Curitiba
A21318;14/11/2019;67;18,92;Curitiba
A21319;15/11/2019;29;20,12;Curitiba
A21320;16/11/2019;34;18,96;Curitiba
A21321;17/11/2019;45;18,66;Curitiba
A21322;18/11/2019;32;18,44;Curitiba
A21323;19/11/2019;42;19,56;Curitiba
A21324;20/11/2019;55;19,81;Curitiba
A21325;21/11/2019;47;21,19;Curitiba
A21326;22/11/2019;34;23,11;Curitiba
A21327;23/11/2019;55;20,27;Curitiba
A21328;24/11/2019;66;14,29;Curitiba
A21329;25/11/2019;49;16,21;Curitiba
A21330;27/11/2019;67;18,52;Curitiba
A21331;28/11/2019;75;16,01;Curitiba
A21332;29/11/2019;48;18,13;Curitiba
A21333;01/12/2019;29;21,74;Curitiba
A21334;02/12/2019;65;16,66;Curitiba
A21335;03/12/2019;63;16,72;Curitiba
A21336;04/12/2019;62;17,77;Curitiba
A21337;05/12/2019;58;20,25;Curitiba
A21338;06/12/2019;33;18,92;Curitiba
A21339;07/12/2019;32;19,97;Curitiba
A21340;08/12/2019;40;18,29;Curitiba
A21341;10/12/2019;55;19,89;Curitiba
A21342;11/12/2019;55;21,08;Curitiba
A21343;12/12/2019;38;22,70;Curitiba
A21344;13/12/2019;58;20,04;Curitiba
A21345;14/12/2019;63;19,35;Curitiba
A21346;15/12/2019;61;21,77;Curitiba
A21347;16/12/2019;71;20,49;Curitiba
A21348;17/12/2019;66;19,43;Curitiba
A21349;18/12/2019;72;16,51;Curitiba
A21350;19/12/2019;63;18,17;Curitiba
A21351;20/12/2019;44;21,34;Curitiba
A21352;21/12/2019;54;21,96;Curitiba
A21353;22/12/2019;30;22,62;Curitiba
A21354;23/12/2019;34;21,11;Curitiba
A21355;24/12/2019;39;20,95;Curitiba
A21356;25/12/2019;29;22,93;Curitiba
A21357;26/12/2019;30;23,35;Curitiba
A21358;27/12/2019;38;21,66;Curitiba
A21359;28/12/2019;38;22,29;Curitiba
A21360;29/12/2019;36;22,88;Curitiba
A21361;30/12/2019;39;22,47;Curitiba
A21362;01/01/2020;34;24,67;Curitiba
A21363;02/01/2020;65;21,36;Curitiba
A21364;03/01/2020;58;19,13;Curitiba
A21365;04/01/2020;62;18,32;Curitiba
A21366;05/01/2020;44;19,71;Curitiba
A21367;06/01/2020;34;23,13;Curitiba
A21368;07/01/2020;41;23,36;Curitiba
A21369;08/01/2020;50;22,95;Curitiba
A21370;10/01/2020;46;23,67;Curitiba
A21371;11/01/2020;42;23,46;Curitiba
A21372;12/01/2020;47;22,48;Curitiba
A21373;13/01/2020;42;21,66;Curitiba
A21374;14/01/2020;50;20,60;Curitiba
A21375;15/01/2020;48;22,52;Curitiba
A21376;16/01/2020;46;23,20;Curitiba
A21377;17/01/2020;73;16,42;Curitiba
A21378;18/01/2020;66;17,51;Curitiba
A21379;19/01/2020;54;19,62;Curitiba
A21380;20/01/2020;41;21,19;Curitiba
A21381;21/01/2020;48;20,25;Curitiba
A21382;22/01/2020;67;17,97;Curitiba
A21383;23/01/2020;71;17,93;Curitiba
A21384;24/01/2020;56;18,62;Curitiba
A21385;25/01/2020;28;20,67;Curitiba
A21386;26/01/2020;27;23,20;Curitiba
A21387;28/01/2020;51;21,66;Curitiba
A21388;29/01/2020;35;22,80;Curitiba
A21389;30/01/2020;55;22,77;Curitiba
A21390;31/01/2020;45;24,07;Curitiba
A21391;01/02/2020;44;23,05;Curitiba
A21392;02/02/2020;80;19,73;Curitiba
A21393;03/02/2020;68;19,44;Curitiba
A21394;04/02/2020;62;19,29;Curitiba
A21395;05/02/2020;63;20,62;Curitiba
A21396;06/02/2020;46;21,61;Curitiba
A21397;07/02/2020;61;20,70;Curitiba
A21398;08/02/2020;44;22,65;Curitiba
A21399;09/02/2020;46;22,69;Curitiba
A21400;10/02/2020;74;17,46;Curitiba
A21401;12/02/2020;49;18,17;Curitiba
A21402;13/02/2020;47;19,07;Curitiba
A21403;14/02/2020;41;20,22;Curitiba
A21404;15/02/2020;34;22,57;Curitiba
A21405;16/02/2020;30;23,70;Curitiba
A21406;17/02/2020;28;24,62;Curitiba
A21407;18/02/2020;39;25,50;Curitiba
A21408;19/02/2020;51;23,93;Curitiba
A21409;20/02/2020;33;24,54;Curitiba
A21410;21/02/2020;58;21,49;Curitiba
A21411;22/02/2020;72;16,42;Curitiba
A21412;23/02/2020;51;17,15;Curitiba
A21413;24/02/2020;57;18,98;Curitiba
A21414;25/02/2020;72;20,22;Curitiba
A21415;26/02/2020;70;20,10;Curitiba
A21416;27/02/2020;44;16,93;Curitiba
A21417;28/02/2020;36;17,13;Curitiba
A21418;29/02/2020;56;17,76;Curitiba
A21419;01/03/2020;55;17,02;Curitiba
A21420;02/03/2020;50;17,28;Curitiba
A21421;03/03/2020;56;17,19;Curitiba
A21422;04/03/2020;34;18,26;Curitiba
A21423;05/03/2020;50;18,58;Curitiba
A21424;06/03/2020;39;18,12;Curitiba
A21425;07/03/2020;44;18,40;Curitiba
A21426;08/03/2020;38;18,97;Curitiba
A21427;09/03/2020;31;20,47;Curitiba
A21428;10/03/2020;31;19,99;Curitiba
A21429;11/03/2020;36;20,75;Curitiba
A21430;12/03/2020;31;21,26;Curitiba
A21431;13/03/2020;23;22,17;Curitiba
A21432;14/03/2020;29;21,86;Curitiba
A21433;15/03/2020;32;24,07;Curitiba
A21434;16/03/2020;36;23,72;Curitiba
A21435;17/03/2020;52;21,75;Curitiba
A21436;18/03/2020;51;22,12;Curitiba
A21437;19/03/2020;46;23,02;Curitiba
A21438;20/03/2020;35;22,07;Curitiba
A21439;22/03/2020;43;19,47;Curitiba
A21440;23/03/2020;42;18,42;Curitiba
A21441;25/03/2020;43;18,63;Curitiba
A21442;26/03/2020;27;18,61;Curitiba
A21443;27/03/2020;43;18,67;Curitiba
A21444;28/03/2020;42;20,15;Curitiba
A21445;29/03/2020;52;20,09;Curitiba
A21446;30/03/2020;43;21,27;Curitiba
A21447;31/03/2020;30;22,04;Curitiba
A21448;01/04/2020;50;21,67;Curitiba
A21449;02/04/2020;39;23,11;Curitiba
A21450;03/04/2020;28;19,72;Curitiba
A21451;04/04/2020;27;16,75;Curitiba
A21452;05/04/2020;27;18,28;Curitiba
A21453;06/04/2020;35;20,72;Curitiba
A21454;07/04/2020;62;18,45;Curitiba
A21455;08/04/2020;32;17,67;Curitiba
A21456;09/04/2020;27;16,66;Curitiba
A21457;11/04/2020;59;15,85;Curitiba
A21458;12/04/2020;40;17,08;Curitiba
A21459;13/04/2020;37;17,72;Curitiba
A21460;15/04/2020;28;14,84;Curitiba
A21461;18/04/2020;61;14,44;Curitiba
A21462;19/04/2020;57;15,90;Curitiba
A21463;20/04/2020;40;17,15;Curitiba
A21464;21/04/2020;32;17,76;Curitiba
A21465;23/04/2020;30;16,32;Curitiba
A21466;24/04/2020;31;17,52;Curitiba
A21467;25/04/2020;29;20,60;Curitiba
A21468;26/04/2020;17;20,48;Curitiba
A21469;27/04/2020;52;17,89;Curitiba
A21470;28/04/2020;42;19,02;Curitiba
A21471;29/04/2020;35;20,05;Curitiba
A21472;30/04/2020;31;21,18;Curitiba
A21473;01/05/2020;44;20,44;Curitiba
A21474;02/05/2020;28;18,23;Curitiba
A21475;03/05/2020;38;14,87;Curitiba
A21476;04/05/2020;39;15,46;Curitiba
A21477;05/05/2020;40;16,47;Curitiba
A21478;09/05/2020;35;14,78;Curitiba
A21479;10/05/2020;31;16,77;Curitiba
A21480;11/05/2020;30;18,06;Curitiba
A21481;12/05/2020;32;18,26;Curitiba
A21482;13/05/2020;55;17,47;Curitiba
A21483;14/05/2020;72;14,85;Curitiba
A21484;15/05/2020;70;12,98;Curitiba
A21485;16/05/2020;36;14,56;Curitiba
A21486;18/05/2020;21;16,27;Curitiba
A21487;19/05/2020;44;16,21;Curitiba
A21488;20/05/2020;46;17,18;Curitiba
A21489;21/05/2020;40;18,60;Curitiba
A21490;22/05/2020;57;17,44;Curitiba
A21491;23/05/2020;43;15,51;Curitiba
A21492;25/05/2020;39;12,57;Curitiba
A21493;01/06/2020;41;17,82;Curitiba
A21494;02/06/2020;81;12,98;Curitiba
A21495;03/06/2020;79;13,12;Curitiba
A21496;04/06/2020;82;13,47;Curitiba
A21497;06/06/2020;46;16,63;Curitiba
A21498;08/06/2020;54;15,97;Curitiba
A21499;09/06/2020;;17,18;Curitiba
A21500;11/06/2020;52;20,78;Curitiba
A21501;12/06/2020;42;20,08;Curitiba
A21502;13/06/2020;33;20,53;Curitiba
A21503;14/06/2020;71;13,18;Curitiba
A21504;15/06/2020;70;13,32;Curitiba
A21505;16/06/2020;56;15,68;Curitiba
A21506;17/06/2020;56;16,24;Curitiba
A21507;18/06/2020;53;16,90;Curitiba
A21508;19/06/2020;41;18,55;Curitiba
A21509;20/06/2020;45;18,65;Curitiba
A21510;21/06/2020;36;18,82;Curitiba
A21511;22/06/2020;30;18,82;Curitiba
A21512;23/06/2020;43;17,31;Curitiba
A21513;24/06/2020;36;17,24;Curitiba
A21514;25/06/2020;46;17,76;Curitiba
A21515;26/06/2020;76;13,72;Curitiba
A21516;29/06/2020;71;12,75;Curitiba
A21517;30/06/2020;47;15,42;Curitiba
A21518;01/07/2020;52;11,00;Curitiba
A21519;06/07/2020;61;15,88;Curitiba
A21520;07/07/2020;51;17,03;Curitiba
A21521;08/07/2020;42;17,88;Curitiba
A21522;09/07/2020;29;11,01;Curitiba
A21523;11/07/2020;41;15,99;Curitiba
A21524;12/07/2020;37;19,68;Curitiba
A21525;13/07/2020;42;19,83;Curitiba
A21526;14/07/2020;31;14,93;Curitiba
A21527;15/07/2020;51;12,33;Curitiba
A21528;16/07/2020;57;12,55;Curitiba
A21529;17/07/2020;56;15,85;Curitiba
A21530;18/07/2020;44;17,91;Curitiba
A21531;19/07/2020;39;17,49;Curitiba
A21532;20/07/2020;36;16,42;Curitiba
A21533;21/07/2020;36;17,36;Curitiba
A21534;22/07/2020;35;17,39;Curitiba
A21535;23/07/2020;35;17,21;Curitiba
A21536;24/07/2020;31;17,77;Curitiba
A21537;25/07/2020;35;17,48;Curitiba
A21538;26/07/2020;68;13,45;Curitiba
