ID;DT_NOTIFIC;UMIDADE;TEMPERATURA;REGIAO
A5023;23/12/2007;32;26,77;Maringá
A5024;24/12/2007;39;26,30;Maringá
A5025;25/12/2007;47;24,25;Maringá
A5026;26/12/2007;58;22,27;Maringá
A5027;27/12/2007;62;21,79;Maringá
A5028;28/12/2007;44;24,55;Maringá
A5029;29/12/2007;30;27,27;Maringá
A5030;30/12/2007;37;26,63;Maringá
A5031;31/12/2007;42;25,45;Maringá
A5032;01/01/2008;54;25,62;Maringá
A5033;02/01/2008;52;23,27;Maringá
A5034;03/01/2008;56;24,21;Maringá
A5035;05/01/2008;53;24,14;Maringá
A5036;07/01/2008;38;24,72;Maringá
A5037;08/01/2008;31;25,62;Maringá
A5038;09/01/2008;32;26,55;Maringá
A5039;10/01/2008;35;26,92;Maringá
A5040;12/01/2008;50;24,81;Maringá
A5041;13/01/2008;54;24,82;Maringá
A5042;14/01/2008;47;25,55;Maringá
A5043;15/01/2008;47;25,04;Maringá
A5044;16/01/2008;46;24,89;Maringá
A5045;17/01/2008;56;24,47;Maringá
A5046;18/01/2008;60;23,63;Maringá
A5047;19/01/2008;73;23,33;Maringá
A5048;20/01/2008;59;23,98;Maringá
A5049;21/01/2008;67;22,22;Maringá
A5050;22/01/2008;55;22,26;Maringá
A5051;23/01/2008;53;22,42;Maringá
A5052;24/01/2008;60;23,08;Maringá
A5053;25/01/2008;63;23,25;Maringá
A5054;26/01/2008;63;23,01;Maringá
A5055;27/01/2008;65;21,23;Maringá
A5056;28/01/2008;68;20,73;Maringá
A5057;29/01/2008;73;21,83;Maringá
A5058;30/01/2008;59;22,64;Maringá
A5059;31/01/2008;48;24,22;Maringá
A5060;02/02/2008;37;26,18;Maringá
A5061;03/02/2008;35;25,90;Maringá
A5062;04/02/2008;39;25,49;Maringá
A5063;05/02/2008;47;23,76;Maringá
A5064;06/02/2008;37;24,97;Maringá
A5065;07/02/2008;46;24,33;Maringá
A5066;08/02/2008;40;25,71;Maringá
A5067;09/02/2008;47;24,60;Maringá
A5068;10/02/2008;72;21,51;Maringá
A5069;12/02/2008;56;23,48;Maringá
A5070;13/02/2008;49;25,20;Maringá
A5071;14/02/2008;48;24,45;Maringá
A5072;15/02/2008;52;23,30;Maringá
A5073;16/02/2008;40;25,17;Maringá
A5074;17/02/2008;44;25,89;Maringá
A5075;18/02/2008;62;25,02;Maringá
A5076;19/02/2008;51;24,31;Maringá
A5077;20/02/2008;56;24,40;Maringá
A5078;21/02/2008;44;24,74;Maringá
A5079;22/02/2008;66;23,37;Maringá
A5080;23/02/2008;67;22,44;Maringá
A5081;24/02/2008;55;23,60;Maringá
A5082;25/02/2008;46;24,73;Maringá
A5083;26/02/2008;43;25,02;Maringá
A5084;27/02/2008;43;25,50;Maringá
A5085;28/02/2008;62;22,78;Maringá
A5086;29/02/2008;83;21,89;Maringá
A5087;01/03/2008;45;23,60;Maringá
A5088;02/03/2008;36;24,69;Maringá
A5089;03/03/2008;35;25,67;Maringá
A5090;04/03/2008;31;24,88;Maringá
A5091;05/03/2008;28;24,32;Maringá
A5092;06/03/2008;24;24,86;Maringá
A5093;07/03/2008;35;25,85;Maringá
A5094;08/03/2008;43;26,17;Maringá
A5095;09/03/2008;50;24,12;Maringá
A5096;10/03/2008;57;24,26;Maringá
A5097;11/03/2008;78;22,98;Maringá
A5098;12/03/2008;69;23,70;Maringá
A5099;13/03/2008;64;24,16;Maringá
A5100;14/03/2008;40;23,80;Maringá
A5101;15/03/2008;39;22,53;Maringá
A5102;16/03/2008;47;21,06;Maringá
A5103;17/03/2008;47;21,36;Maringá
A5104;18/03/2008;41;22,84;Maringá
A5105;19/03/2008;58;21,86;Maringá
A5106;20/03/2008;49;22,65;Maringá
A5107;21/03/2008;45;23,56;Maringá
A5108;22/03/2008;57;22,43;Maringá
A5109;23/03/2008;51;23,40;Maringá
A5110;24/03/2008;44;24,61;Maringá
A5111;25/03/2008;43;25,15;Maringá
A5112;26/03/2008;44;24,12;Maringá
A5113;27/03/2008;34;24,50;Maringá
A5114;28/03/2008;32;25,16;Maringá
A5115;29/03/2008;39;26,43;Maringá
A5116;30/03/2008;37;23,99;Maringá
A5117;31/03/2008;37;23,18;Maringá
A5118;01/04/2008;43;23,86;Maringá
A5119;02/04/2008;60;22,57;Maringá
A5120;03/04/2008;50;22,06;Maringá
A5121;04/04/2008;45;22,62;Maringá
A5122;06/04/2008;32;23,43;Maringá
A5123;07/04/2008;34;23,87;Maringá
A5124;09/04/2008;40;25,42;Maringá
A5125;10/04/2008;47;26,32;Maringá
A5126;11/04/2008;44;25,66;Maringá
A5127;12/04/2008;55;23,62;Maringá
A5128;13/04/2008;50;23,37;Maringá
A5129;14/04/2008;73;20,10;Maringá
A5130;15/04/2008;68;0,18;Maringá
A5131;16/04/2008;81;18,97;Maringá
A5132;17/04/2008;60;21,74;Maringá
A5133;18/04/2008;52;22,38;Maringá
A5134;19/04/2008;64;20,16;Maringá
A5135;20/04/2008;55;20,70;Maringá
A5136;21/04/2008;60;20,19;Maringá
A5137;22/04/2008;58;19,69;Maringá
A5138;23/04/2008;34;20,94;Maringá
A5139;24/04/2008;40;21,27;Maringá
A5140;25/04/2008;35;20,91;Maringá
A5141;26/04/2008;42;22,78;Maringá
A5142;27/04/2008;38;23,76;Maringá
A5143;28/04/2008;44;24,78;Maringá
A5144;29/04/2008;74;21,37;Maringá
A5145;30/04/2008;61;20,71;Maringá
A5146;01/05/2008;69;16,51;Maringá
A5147;02/05/2008;85;15,52;Maringá
A5148;03/05/2008;71;13,83;Maringá
A5149;06/05/2008;36;15,26;Maringá
A5150;07/05/2008;30;16,83;Maringá
A5151;09/05/2008;47;19,59;Maringá
A5152;10/05/2008;53;18,96;Maringá
A5153;11/05/2008;40;19,04;Maringá
A5154;12/05/2008;44;19,12;Maringá
A5155;13/05/2008;45;19,00;Maringá
A5156;14/05/2008;48;18,48;Maringá
A5157;15/05/2008;44;18,80;Maringá
A5158;16/05/2008;43;19,06;Maringá
A5159;17/05/2008;49;19,11;Maringá
A5160;18/05/2008;43;21,61;Maringá
A5161;19/05/2008;37;23,24;Maringá
A5162;20/05/2008;31;23,73;Maringá
A5163;22/05/2008;24;22,27;Maringá
A5164;23/05/2008;37;22,32;Maringá
A5165;24/05/2008;34;22,20;Maringá
A5166;25/05/2008;43;22,02;Maringá
A5167;26/05/2008;38;22,20;Maringá
A5168;27/05/2008;33;21,89;Maringá
A5169;28/05/2008;38;22,77;Maringá
A5170;29/05/2008;66;0,18;Maringá
A5171;30/05/2008;57;13,71;Maringá
A5172;31/05/2008;54;13,78;Maringá
A5173;01/06/2008;63;15,77;Maringá
A5174;02/06/2008;56;16,35;Maringá
A5175;03/06/2008;60;17,47;Maringá
A5176;04/06/2008;65;18,23;Maringá
A5177;05/06/2008;58;20,97;Maringá
A5178;06/06/2008;50;22,24;Maringá
A5179;07/06/2008;43;22,14;Maringá
A5180;08/06/2008;51;21,92;Maringá
A5181;09/06/2008;33;22,10;Maringá
A5182;10/06/2008;36;14,83;Maringá
A5183;11/06/2008;32;15,11;Maringá
A5184;12/06/2008;69;17,38;Maringá
A5185;13/06/2008;58;19,95;Maringá
A5186;14/06/2008;53;21,27;Maringá
A5187;15/06/2008;40;18,96;Maringá
A5188;17/06/2008;27;11,67;Maringá
A5189;18/06/2008;27;15,67;Maringá
A5190;19/06/2008;42;19,77;Maringá
A5191;20/06/2008;49;20,85;Maringá
A5192;21/06/2008;66;16,70;Maringá
A5193;22/06/2008;52;14,67;Maringá
A5194;23/06/2008;63;16,43;Maringá
A5195;24/06/2008;80;14,87;Maringá
A5196;27/06/2008;57;19,68;Maringá
A5197;28/06/2008;69;18,37;Maringá
A5198;29/06/2008;58;18,16;Maringá
A5199;30/06/2008;26;17,85;Maringá
A5200;01/07/2008;37;20,29;Maringá
A5201;02/07/2008;32;21,52;Maringá
A5202;04/07/2008;34;20,29;Maringá
A5203;05/07/2008;32;19,81;Maringá
A5204;07/07/2008;44;21,11;Maringá
A5205;08/07/2008;31;21,42;Maringá
A5206;09/07/2008;27;21,35;Maringá
A5207;10/07/2008;36;19,12;Maringá
A5208;12/07/2008;41;18,90;Maringá
A5209;13/07/2008;32;20,67;Maringá
A5210;14/07/2008;28;19,85;Maringá
A5211;15/07/2008;28;18,95;Maringá
A5212;16/07/2008;28;19,67;Maringá
A5213;17/07/2008;28;20,12;Maringá
A5214;18/07/2008;27;20,75;Maringá
A5215;19/07/2008;25;21,44;Maringá
A5216;20/07/2008;26;22,29;Maringá
A5217;21/07/2008;24;23,52;Maringá
A5218;22/07/2008;32;21,85;Maringá
A5219;23/07/2008;44;22,30;Maringá
A5220;24/07/2008;71;18,27;Maringá
A5221;25/07/2008;57;19,43;Maringá
A5222;26/07/2008;48;19,21;Maringá
A5223;27/07/2008;31;20,71;Maringá
A5224;28/07/2008;26;23,53;Maringá
A5225;29/07/2008;23;24,54;Maringá
A5226;30/07/2008;31;23,09;Maringá
A5227;31/07/2008;43;19,42;Maringá
A5228;03/08/2008;56;16,67;Maringá
A5229;05/08/2008;66;17,82;Maringá
A5230;06/08/2008;53;20,86;Maringá
A5231;07/08/2008;54;20,82;Maringá
A5232;11/08/2008;45;20,63;Maringá
A5233;12/08/2008;25;24,83;Maringá
A5234;13/08/2008;46;17,83;Maringá
A5235;15/08/2008;49;18,97;Maringá
A5236;16/08/2008;25;23,46;Maringá
A5237;17/08/2008;21;24,80;Maringá
A5238;19/08/2008;20;25,57;Maringá
A5239;20/08/2008;25;25,12;Maringá
A5240;21/08/2008;23;24,47;Maringá
A5241;22/08/2008;24;23,97;Maringá
A5242;23/08/2008;39;21,63;Maringá
A5243;25/08/2008;20;24,80;Maringá
A5244;26/08/2008;20;25,44;Maringá
A5245;27/08/2008;23;24,75;Maringá
A5246;28/08/2008;19;24,87;Maringá
A5247;29/08/2008;20;18,07;Maringá
A5248;30/08/2008;28;16,97;Maringá
A5249;31/08/2008;25;17,46;Maringá
A5250;01/09/2008;20;20,39;Maringá
A5251;03/09/2008;19;26,92;Maringá
A5252;04/09/2008;18;27,31;Maringá
A5253;05/09/2008;27;25,13;Maringá
A5254;06/09/2008;65;12,57;Maringá
A5255;07/09/2008;29;11,90;Maringá
A5256;08/09/2008;26;19,92;Maringá
A5257;09/09/2008;34;23,82;Maringá
A5258;11/09/2008;18;29,23;Maringá
A5259;12/09/2008;25;22,02;Maringá
A5260;15/09/2008;33;19,41;Maringá
A5261;16/09/2008;33;19,92;Maringá
A5262;17/09/2008;25;19,33;Maringá
A5263;18/09/2008;23;18,35;Maringá
A5264;19/09/2008;33;18,89;Maringá
A5265;20/09/2008;58;17,01;Maringá
A5266;22/09/2008;36;14,47;Maringá
A5267;24/09/2008;31;18,98;Maringá
A5268;25/09/2008;39;18,86;Maringá
A5269;27/09/2008;27;21,67;Maringá
A5270;28/09/2008;24;20,99;Maringá
A5271;29/09/2008;26;20,92;Maringá
A5272;30/09/2008;43;22,66;Maringá
A5273;02/10/2008;57;21,42;Maringá
A5274;05/10/2008;56;18,84;Maringá
A5275;08/10/2008;29;21,64;Maringá
A5276;09/10/2008;43;18,88;Maringá
A5277;10/10/2008;40;21,83;Maringá
A5278;11/10/2008;52;20,51;Maringá
A5279;13/10/2008;27;27,93;Maringá
A5280;14/10/2008;28;29,61;Maringá
A5281;15/10/2008;23;29,83;Maringá
A5282;16/10/2008;33;26,58;Maringá
A5283;18/10/2008;56;21,56;Maringá
A5284;21/10/2008;49;24,18;Maringá
A5285;26/10/2008;39;26,24;Maringá
A5286;28/10/2008;39;27,49;Maringá
A5287;29/10/2008;39;24,66;Maringá
A5288;01/11/2008;41;24,39;Maringá
A5289;04/11/2008;55;23,82;Maringá
A5290;05/11/2008;68;22,40;Maringá
A5291;06/11/2008;74;19,30;Maringá
A5292;07/11/2008;60;22,00;Maringá
A5293;08/11/2008;45;24,96;Maringá
A5294;09/11/2008;74;21,98;Maringá
A5295;10/11/2008;44;24,00;Maringá
A5296;11/11/2008;47;24,17;Maringá
A5297;13/11/2008;49;22,04;Maringá
A5298;14/11/2008;26;24,68;Maringá
A5299;15/11/2008;21;26,32;Maringá
A5300;16/11/2008;26;27,11;Maringá
A5301;18/11/2008;27;24,56;Maringá
A5302;19/11/2008;36;23,41;Maringá
A5303;20/11/2008;32;22,96;Maringá
A5304;21/11/2008;37;22,82;Maringá
A5305;22/11/2008;36;22,86;Maringá
A5306;23/11/2008;43;24,04;Maringá
A5307;24/11/2008;32;25,28;Maringá
A5308;25/11/2008;29;25,41;Maringá
A5309;26/11/2008;30;25,17;Maringá
A5310;28/11/2008;37;24,71;Maringá
A5311;29/11/2008;30;25,47;Maringá
A5312;30/01/2009;42;24,89;Maringá
A5313;13/02/2009;51;24,03;Maringá
A5314;14/02/2009;40;23,71;Maringá
A5315;15/02/2009;47;23,62;Maringá
A5316;16/02/2009;66;22,46;Maringá
A5317;17/02/2009;59;22,94;Maringá
A5318;18/02/2009;40;26,56;Maringá
A5319;19/02/2009;41;27,42;Maringá
A5320;20/02/2009;45;26,87;Maringá
A5321;21/02/2009;38;26,87;Maringá
A5322;22/02/2009;33;28,06;Maringá
A5323;23/02/2009;39;27,13;Maringá
A5324;24/02/2009;50;25,34;Maringá
A5325;25/02/2009;63;22,42;Maringá
A5326;02/03/2009;32;28,62;Maringá
A5327;03/03/2009;26;27,94;Maringá
A5328;04/03/2009;27;27,68;Maringá
A5329;05/03/2009;27;28,17;Maringá
A5330;06/03/2009;39;28,48;Maringá
A5331;07/03/2009;43;26,32;Maringá
A5332;08/03/2009;52;24,83;Maringá
A5333;15/03/2009;27;24,80;Maringá
A5334;16/03/2009;29;25,64;Maringá
A5335;19/03/2009;48;24,85;Maringá
A5336;20/03/2009;51;24,01;Maringá
A5337;24/03/2009;39;25,80;Maringá
A5338;26/03/2009;35;24,97;Maringá
A5339;28/03/2009;47;25,02;Maringá
A5340;30/03/2009;47;0,24;Maringá
A5341;01/04/2009;32;26,03;Maringá
A5342;02/04/2009;41;25,13;Maringá
A5343;04/04/2009;45;25,47;Maringá
A5344;05/04/2009;47;24,53;Maringá
A5345;06/04/2009;52;23,51;Maringá
A5346;07/04/2009;50;24,45;Maringá
A5347;08/04/2009;43;24,88;Maringá
A5348;09/04/2009;42;24,70;Maringá
A5349;10/04/2009;32;24,65;Maringá
A5350;11/04/2009;26;23,43;Maringá
A5351;12/04/2009;34;24,71;Maringá
A5352;13/04/2009;50;24,53;Maringá
A5353;14/04/2009;48;24,35;Maringá
A5354;15/04/2009;38;24,41;Maringá
A5355;16/04/2009;38;23,07;Maringá
A5356;17/04/2009;30;21,80;Maringá
A5357;18/04/2009;31;22,83;Maringá
A5358;20/04/2009;31;24,31;Maringá
A5359;21/04/2009;36;23,58;Maringá
A5360;22/04/2009;50;21,78;Maringá
A5361;23/04/2009;47;22,30;Maringá
A5362;24/04/2009;36;22,74;Maringá
A5363;25/04/2009;33;22,44;Maringá
A5364;26/04/2009;33;22,84;Maringá
A5365;27/04/2009;33;23,03;Maringá
A5366;29/04/2009;27;23,06;Maringá
A5367;30/04/2009;31;22,28;Maringá
A5368;01/05/2009;37;21,44;Maringá
A5369;02/05/2009;40;21,20;Maringá
A5370;03/05/2009;52;18,88;Maringá
A5371;04/05/2009;51;18,06;Maringá
A5372;05/05/2009;48;19,29;Maringá
A5373;06/05/2009;45;20,43;Maringá
A5374;07/05/2009;48;22,73;Maringá
A5375;11/05/2009;44;23,77;Maringá
A5376;12/05/2009;41;24,63;Maringá
A5377;13/05/2009;35;24,93;Maringá
A5378;16/05/2009;29;14,32;Maringá
A5379;18/05/2009;31;20,05;Maringá
A5380;20/05/2009;47;21,66;Maringá
A5381;21/05/2009;46;20,97;Maringá
A5382;22/05/2009;39;21,30;Maringá
A5383;23/05/2009;38;21,26;Maringá
A5384;24/05/2009;43;22,20;Maringá
A5385;25/05/2009;56;21,77;Maringá
A5386;26/05/2009;75;19,76;Maringá
A5387;03/06/2009;23;10,08;Maringá
A5388;04/06/2009;26;13,16;Maringá
A5389;05/06/2009;29;17,87;Maringá
A5390;06/06/2009;34;18,55;Maringá
A5391;07/06/2009;35;18,03;Maringá
A5392;08/06/2009;52;17,19;Maringá
A5393;12/06/2009;48;17,09;Maringá
A5394;13/06/2009;45;14,82;Maringá
A5395;14/06/2009;49;15,07;Maringá
A5396;15/06/2009;41;16,58;Maringá
A5397;16/06/2009;51;16,97;Maringá
A5398;18/06/2009;41;15,13;Maringá
A5399;19/06/2009;44;16,02;Maringá
A5400;20/06/2009;39;17,35;Maringá
A5401;21/06/2009;43;19,32;Maringá
A5402;22/06/2009;39;20,90;Maringá
A5403;23/06/2009;39;19,67;Maringá
A5404;29/06/2009;61;19,22;Maringá
A5405;07/07/2009;43;21,69;Maringá
A5406;08/07/2009;44;21,68;Maringá
A5407;13/07/2009;45;14,78;Maringá
A5408;14/07/2009;44;17,53;Maringá
A5409;15/07/2009;55;18,36;Maringá
A5410;16/07/2009;51;19,71;Maringá
A5411;20/07/2009;55;17,47;Maringá
A5412;04/08/2009;44;20,14;Maringá
A5413;05/08/2009;38;22,43;Maringá
A5414;06/08/2009;31;24,16;Maringá
A5415;07/08/2009;34;24,39;Maringá
A5416;08/08/2009;29;24,93;Maringá
A5417;09/08/2009;35;21,81;Maringá
A5418;10/08/2009;63;12,12;Maringá
A5419;12/08/2009;35;16,99;Maringá
A5420;13/08/2009;42;21,47;Maringá
A5421;14/08/2009;25;23,67;Maringá
A5422;15/08/2009;23;22,79;Maringá
A5423;16/08/2009;31;23,50;Maringá
A5424;17/08/2009;46;19,71;Maringá
A5425;22/08/2009;37;15,57;Maringá
A5426;23/08/2009;61;14,87;Maringá
A5427;26/08/2009;45;19,94;Maringá
A5428;27/08/2009;38;21,23;Maringá
A5429;28/08/2009;28;22,24;Maringá
A5430;29/08/2009;29;22,78;Maringá
A5431;30/08/2009;27;0,24;Maringá
A5432;31/08/2009;25;24,61;Maringá
A5433;01/09/2009;31;25,29;Maringá
A5434;02/09/2009;33;26,54;Maringá
A5435;03/09/2009;52;23,06;Maringá
A5436;04/09/2009;74;20,93;Maringá
A5437;15/09/2009;40;25,02;Maringá
A5438;16/09/2009;38;25,06;Maringá
A5439;17/09/2009;22;25,85;Maringá
A5440;18/09/2009;39;22,66;Maringá
A5441;25/09/2009;41;0,19;Maringá
A5442;26/09/2009;41;22,92;Maringá
A5443;27/09/2009;36;27,05;Maringá
A5444;28/09/2009;58;24,02;Maringá
A5445;29/09/2009;61;18,24;Maringá
A5446;02/10/2009;39;23,09;Maringá
A5447;03/10/2009;34;26,30;Maringá
A5448;04/10/2009;36;26,27;Maringá
A5449;05/10/2009;32;27,33;Maringá
A5450;06/10/2009;38;25,08;Maringá
A5451;10/10/2009;36;20,95;Maringá
A5452;12/10/2009;51;21,70;Maringá
A5453;14/10/2009;48;24,13;Maringá
A5454;24/10/2009;48;23,08;Maringá
A5455;29/10/2009;33;24,66;Maringá
A5456;30/10/2009;23;25,49;Maringá
A5457;31/10/2009;25;26,36;Maringá
A5458;01/11/2009;28;27,72;Maringá
A5459;02/11/2009;28;29,09;Maringá
A5460;03/11/2009;31;29,77;Maringá
A5461;14/11/2009;47;28,67;Maringá
A5462;18/11/2009;39;28,11;Maringá
A5463;19/11/2009;41;28,87;Maringá
A5464;24/11/2009;45;26,86;Maringá
A5465;05/02/2010;39;29,58;Maringá
A5466;07/03/2010;26;24,60;Maringá
A5467;08/03/2010;27;25,59;Maringá
A5468;01/12/2010;62;23,51;Maringá
A5469;03/12/2010;67;24,60;Maringá
A5470;04/12/2010;58;25,70;Maringá
A5471;05/12/2010;62;23,50;Maringá
A5472;06/12/2010;60;23,19;Maringá
A5473;07/12/2010;65;22,68;Maringá
A5474;08/12/2010;71;22,04;Maringá
A5475;09/12/2010;51;24,52;Maringá
A5476;10/12/2010;52;26,18;Maringá
A5477;11/12/2010;43;28,17;Maringá
A5478;12/12/2010;47;27,96;Maringá
A5479;13/12/2010;73;21,74;Maringá
A5480;14/12/2010;82;16,63;Maringá
A5481;15/12/2010;71;18,56;Maringá
A5482;16/12/2010;67;21,23;Maringá
A5483;17/12/2010;64;23,51;Maringá
A5484;18/12/2010;48;24,95;Maringá
A5485;19/12/2010;54;24,15;Maringá
A5486;20/12/2010;45;25,27;Maringá
A5487;22/12/2010;51;23,05;Maringá
A5488;24/12/2010;56;23,07;Maringá
A5489;25/12/2010;64;23,07;Maringá
A5490;26/12/2010;61;23,94;Maringá
A5491;27/12/2010;53;24,80;Maringá
A5492;28/12/2010;57;25,02;Maringá
A5493;29/12/2010;58;24,70;Maringá
A5494;30/12/2010;44;24,42;Maringá
A5495;31/12/2010;36;24,17;Maringá
A5496;01/01/2011;49;24,87;Maringá
A5497;02/01/2011;48;25,08;Maringá
A5498;03/01/2011;51;24,53;Maringá
A5499;04/01/2011;52;24,62;Maringá
A5500;05/01/2011;51;24,04;Maringá
A5501;06/01/2011;47;25,08;Maringá
A5502;07/01/2011;49;25,74;Maringá
A5503;08/01/2011;58;25,50;Maringá
A5504;09/01/2011;60;24,59;Maringá
A5505;10/01/2011;54;25,44;Maringá
A5506;11/01/2011;60;24,01;Maringá
A5507;12/01/2011;71;24,10;Maringá
A5508;13/01/2011;61;23,64;Maringá
A5509;14/01/2011;44;25,12;Maringá
A5510;15/01/2011;32;26,76;Maringá
A5511;16/01/2011;39;26,28;Maringá
A5512;19/01/2011;68;22,63;Maringá
A5513;20/01/2011;41;24,37;Maringá
A5514;21/01/2011;74;22,49;Maringá
A5515;22/01/2011;57;24,30;Maringá
A5516;23/01/2011;52;25,90;Maringá
A5517;24/01/2011;39;26,55;Maringá
A5518;25/01/2011;49;26,35;Maringá
A5519;26/01/2011;51;24,97;Maringá
A5520;27/01/2011;45;24,06;Maringá
A5521;28/01/2011;44;24,75;Maringá
A5522;29/01/2011;63;24,65;Maringá
A5523;30/01/2011;52;24,28;Maringá
A5524;31/01/2011;48;24,36;Maringá
A5525;01/02/2011;62;23,32;Maringá
A5526;02/02/2011;58;23,99;Maringá
A5527;03/02/2011;62;23,84;Maringá
A5528;04/02/2011;68;23,24;Maringá
A5529;05/02/2011;53;24,77;Maringá
A5530;06/02/2011;62;24,72;Maringá
A5531;07/02/2011;55;23,54;Maringá
A5532;08/02/2011;53;24,81;Maringá
A5533;09/02/2011;60;23,33;Maringá
A5534;10/02/2011;69;22,99;Maringá
A5535;11/02/2011;58;23,45;Maringá
A5536;13/02/2011;60;23,08;Maringá
A5537;14/02/2011;51;24,36;Maringá
A5538;15/02/2011;57;23,69;Maringá
A5539;16/02/2011;52;24,75;Maringá
A5540;17/02/2011;61;24,77;Maringá
A5541;18/02/2011;44;25,83;Maringá
A5542;19/02/2011;51;24,11;Maringá
A5543;20/02/2011;35;26,07;Maringá
A5544;21/02/2011;33;27,56;Maringá
A5545;22/02/2011;35;26,52;Maringá
A5546;23/02/2011;49;24,31;Maringá
A5547;24/02/2011;49;24,73;Maringá
A5548;25/02/2011;52;25,18;Maringá
A5549;26/02/2011;45;25,52;Maringá
A5550;27/02/2011;48;25,79;Maringá
A5551;28/02/2011;57;24,84;Maringá
A5552;01/03/2011;52;23,80;Maringá
A5553;02/03/2011;70;22,27;Maringá
A5554;03/03/2011;74;20,86;Maringá
A5555;04/03/2011;54;22,28;Maringá
A5556;06/03/2011;54;22,53;Maringá
A5557;07/03/2011;68;22,07;Maringá
A5558;08/03/2011;46;23,94;Maringá
A5559;09/03/2011;46;24,63;Maringá
A5560;10/03/2011;49;25,03;Maringá
A5561;11/03/2011;52;23,87;Maringá
A5562;12/03/2011;53;23,90;Maringá
A5563;13/03/2011;45;24,87;Maringá
A5564;14/03/2011;43;25,65;Maringá
A5565;15/03/2011;43;25,54;Maringá
A5566;16/03/2011;39;24,47;Maringá
A5567;17/03/2011;46;24,40;Maringá
A5568;18/03/2011;50;26,12;Maringá
A5569;19/03/2011;45;25,63;Maringá
A5570;20/03/2011;45;23,13;Maringá
A5571;21/03/2011;40;23,66;Maringá
A5572;22/03/2011;53;21,59;Maringá
A5573;23/03/2011;69;21,82;Maringá
A5574;24/03/2011;51;24,37;Maringá
A5575;25/03/2011;47;25,45;Maringá
A5576;27/03/2011;47;26,28;Maringá
A5577;28/03/2011;64;24,05;Maringá
A5578;30/03/2011;61;23,92;Maringá
A5579;31/03/2011;67;22,85;Maringá
A5580;01/04/2011;47;24,53;Maringá
A5581;02/04/2011;53;24,12;Maringá
A5582;04/04/2011;64;21,66;Maringá
A5583;05/04/2011;40;22,87;Maringá
A5584;06/04/2011;27;23,37;Maringá
A5585;07/04/2011;36;22,95;Maringá
A5586;08/04/2011;32;23,84;Maringá
A5587;10/04/2011;33;21,78;Maringá
A5588;11/04/2011;35;22,62;Maringá
A5589;12/04/2011;59;19,10;Maringá
A5590;13/04/2011;74;18,66;Maringá
A5591;14/04/2011;54;23,44;Maringá
A5592;15/04/2011;45;24,02;Maringá
A5593;17/04/2011;43;25,73;Maringá
A5594;18/04/2011;38;26,00;Maringá
A5595;19/04/2011;40;25,52;Maringá
A5596;20/04/2011;48;24,55;Maringá
A5597;21/04/2011;50;24,55;Maringá
A5598;22/04/2011;41;24,94;Maringá
A5599;23/04/2011;38;25,04;Maringá
A5600;24/04/2011;42;22,60;Maringá
A5601;25/04/2011;73;19,39;Maringá
A5602;26/04/2011;55;20,31;Maringá
A5603;27/04/2011;55;19,58;Maringá
A5604;28/04/2011;51;20,00;Maringá
A5605;30/04/2011;63;20,69;Maringá
A5606;01/05/2011;84;18,76;Maringá
A5607;02/05/2011;53;15,07;Maringá
A5608;03/05/2011;32;14,86;Maringá
A5609;04/05/2011;34;17,92;Maringá
A5610;05/05/2011;30;19,73;Maringá
A5611;06/05/2011;41;22,12;Maringá
A5612;07/05/2011;41;23,03;Maringá
A5613;08/05/2011;41;23,07;Maringá
A5614;09/05/2011;43;23,28;Maringá
A5615;10/05/2011;55;22,19;Maringá
A5616;11/05/2011;57;22,66;Maringá
A5617;12/05/2011;55;22,54;Maringá
A5618;13/05/2011;49;21,87;Maringá
A5619;15/05/2011;60;18,78;Maringá
A5620;17/05/2011;48;17,11;Maringá
A5621;18/05/2011;42;16,52;Maringá
A5622;19/05/2011;37;16,79;Maringá
A5623;20/05/2011;39;17,84;Maringá
A5624;21/05/2011;38;19,57;Maringá
A5625;22/05/2011;46;20,46;Maringá
A5626;23/05/2011;34;21,46;Maringá
A5627;24/05/2011;38;21,38;Maringá
A5628;25/05/2011;32;21,12;Maringá
A5629;26/05/2011;42;20,27;Maringá
A5630;27/05/2011;45;20,06;Maringá
A5631;28/05/2011;47;18,72;Maringá
A5632;29/05/2011;40;16,14;Maringá
A5633;30/05/2011;32;15,12;Maringá
A5634;31/05/2011;35;16,14;Maringá
A5635;01/06/2011;32;17,48;Maringá
A5636;02/06/2011;34;18,16;Maringá
A5637;04/06/2011;44;18,40;Maringá
A5638;05/06/2011;38;15,98;Maringá
A5639;06/06/2011;37;16,56;Maringá
A5640;07/06/2011;54;17,60;Maringá
A5641;08/06/2011;39;13,37;Maringá
A5642;09/06/2011;64;13,76;Maringá
A5643;10/06/2011;33;15,10;Maringá
A5644;11/06/2011;46;15,11;Maringá
A5645;12/06/2011;38;16,56;Maringá
A5646;14/06/2011;44;17,90;Maringá
A5647;16/06/2011;42;18,53;Maringá
A5648;17/06/2011;39;20,07;Maringá
A5649;18/06/2011;39;21,42;Maringá
A5650;19/06/2011;36;21,28;Maringá
A5651;20/06/2011;38;21,40;Maringá
A5652;21/06/2011;39;22,07;Maringá
A5653;22/06/2011;41;22,66;Maringá
A5654;23/06/2011;46;21,30;Maringá
A5655;24/06/2011;43;21,18;Maringá
A5656;25/06/2011;47;21,17;Maringá
